Order_ID,Order_Date,Customer_ID,Region,Product,Quantity,Unit_Price,Discount,Revenue,Payment_Status
ORD-10076,12/05/2026,CUST-1022,Perth.,Headphones,7,213.81,15,1272.17,Refunded
ORD-10077,04-09-2026,CUST-1049,Adelaide,Laptop,4,1231.39,10,,Failed
ORD-10078,2026-13-44,CUST-1123,BNE,Phone,1,-99.99,five,614.62,Paid
ORD-10079,15/11/2025,CUST-1006,Melb,Phone,1,1061.96,25,796.47,Failed
ORD-10080,2024-09-02,CUST-1015,Brisbane,Laptop,11,1191.48,5,12450.97,pendng
ORD-10081,2024/01/03,CUST-1024,Adelaid,Headphones,8,-99.99,25,1440.9,Paid
ORD-10082,04-10-2023,CUST-1010,Brisbane,Laptop,6,1434.43,-10,8606.58,Failed
ORD-10083,99-99-9999,CUST-1024,adelaide,Keyboard,6,145.95,15,744.34,Paid
ORD-10084,Feb 30 2025,CUST-1124,MELBOURNE,Monitor,7,348.64,20,1952.38,Paid
ORD-10085,05-07-2024,CUST-1081,Brisbane,Mouse,2,71.07,0.2,142.14,Pending
ORD-10086,02/11/2024,CUST-1131,Melbourne,Mouse,6,"1.299,00",10,394.36,Failed
ORD-10087,20 May 2023,CUST-1043,adelaide,Laptop,4,1100.98,0,4403.92,Refunded
ORD-10088,20/10/2024,CUST-1117,Brisbane,Headphones,3,227.47,20,545.93,Refunded
ORD-10089,2023-03-30,CUST-1129,Brisbane,Keyboard,5,$112.83,0,564.15,Failed
ORD-10090,02-02-2025,CUST-1042,Brisbane,Monitor,9,461.67,25,-5000,Refunded
ORD-10091,18/05/2023,,Perth,Laptop,0,"1,519.45",-10,15878.25,Paid
ORD-10092,2025-06-15,,Sydney,Monitor,5,$467.24,25,1752.15,Refunded
ORD-10093,2025/10/10,CUST-1083,Melbourne,Laptop,11,1263.87,0,13902.57,Refunded
ORD-10094,16 Nov 2025,CUST-1111,Brisbane,Laptop,12,,0,14623.92,
ORD-10094,2026-13-44,CUST-1056,Sydney,Tablet,4,570.75,10%,2168.85,Failed
ORD-10096,99-99-9999,CUST-1081,Sydney,Headphones,5,238.47,10,1073.12,Pending
ORD-10097,14 Mar 2026,,brisbane,Laptop,2,1312.33,15,2230.96,Refunded
ORD-10098,12/02/2023,CUST-1134,Brisbane,Mouse,5,74.18,15,315.27,Refunded
ORD-10099,08 Jul 2023,CUST-1064,perth,Phone,five,778.61,0,3114.44,Pending
ORD-10100,23/09/2023,CUST-1139,Melbourne,Mouse,10,81.55,10%,99999999,Paid
ORD-10101,2026-07-06,unknown,Melbourne,Laptop,9,1235.38,15,9450.66,Pending
ORD-10102,2023-11-22,CUST-1028,BNE,Phone,2,994.1,,1689.97,Paid
ORD-10103,01-26-2024,CUST-1089,Perth,Headphones,10,181.76,,1544.96,Refunded
ORD-10104,08-08-2023,CUST-1116,Perth,Phone,8,1071.78,10,7716.82,Paid
ORD-10105,not a date,CUST-1000,Adelaide,Headphones,9,238.73,10,1933.71,Refunded
ORD-10106,06/02/2026,CUST-1054,Adelaide,Mouse,5,60.79,0,,Failed
ORD-10107,04/08/2023,CUST-1132,sydney,Laptop,5,-99.99,20,4945.0,Paid
ORD-10108,2024/12/24,CUST-1054,Perth,Phone,7,769.67,20,4310.15,Failed
ORD-10109,12-14-2025,,Syd,Keyboard,1O,156.18,0,468.54,Pending
ORD-10110,2026-13-44,CUST-1059,Melbourne,Monitor,11,495.25,15,4630.59,Failed
ORD-10111,2025-04-14,CUST-1097,Melbourne,Headphones,6,208.35,5,"1,2O0.50",Pending
ORD-10112,99-99-9999,CUST-1111,Adelaide,Keyboard,8,115.2,0,921.6,Pending
ORD-10113,2026/01/19,CUST-1130,Melbourne,Laptop,10,"$1,084.24",15,9216.04,Paid
ORD-10114,2025-10-02,CUST-1134,MELBOURNE,Monitor,1O,438.77,25,987.23,Failed
ORD-10115,08-06-2024,CUST-1006,Perth,Monitor,11,382.66,15,,Refunded
ORD-10116,99-99-9999,CUST-1135,Perth,Keyboard,9,159.78,10,-5000,PAID
ORD-10117,13/12/2025,CUST-1009,Sydney,Tablet,2.5,563.13,0,5068.17,Pending
ORD-10118,2023-03-17,CUST-1100,Brisbane,Laptop,4,1284.17,0,5136.68,Refunded
ORD-10119,2024-11-18,CUST-1079,Adelaide,tablet,2,621.11,0,99999999,Failed
ORD-10120,2025/00/12,CUST-1089,sydney,Laptop,5,1325.27,150%,,1
ORD-10121,03/11/2023,CUST-1092,Melbourne,Monitor,10,490.53,20,3924.24,Failed
ORD-10122,31/02/2026,CUST-1042,Sydney,Headphones,5,182.84,5,868.49,Pending
ORD-10123,28/12/2023,CUST-1098,Perth,Headphones,4,174.02,15,591.67,Refunded
ORD-10124,2025/07/25,CUST-1121,Melb,Tablet,10,757.47,0,7574.7,Failed
ORD-10125,09-25-2023,CUST-1002,Sydney,Mouse,3,70.22,20,168.53,Pending
ORD-10126,03-28-2025,CUST-1022,Brisbane,Keyboard,4,,15,410.72,Failed
ORD-10127,10 Nov 2024,CUST-1055,Adelaide,Tablet,2,-99.99,0,1157.1,Pending
ORD-10128,02-19-2025,CUST-1128,Melbourne,Phone,five,767.93,10%,8754.4,Pending
ORD-10129,04-09-2026,unknown,Sydney,Laptop,2.5,1436.13,5,13643.24,Failed
ORD-10130,17 Jun 2026,CUST-1106,Brisbane,Keyboard,11,118.05,0,1298.55,Failed
ORD-10131,31/02/2026,CUST-1067,Sydney,Phone,-3,964.6,5,"12 500,40",Paid
ORD-10132,17/06/2025,CUST-1060,Adelaide,Laptop,11,FREE,10,15643.88,Refunded
ORD-10133,26 Oct 2023,CUST-1050,Adelaide,Phone,9,969.34,,8724.06,Refunded
ORD-10134,2025/12/30,CUST-1029,Perth.,Tablet,3,"1,299.00",10,-5000,Pending
ORD-10135,2024/07/02,CUST-1088,Perth,Phone,7,961.04,25,"1,2O0.50",Refunded
ORD-10136,28 Feb 2026,CUST-1098,MELBOURNE,Keyboard,8,115.5,5,877.8,Paid
ORD-10137,13 May 2024,-,Adelaide,Monitor,,415.27,15,4235.75,Pending
ORD-10138,17/05/2025,CUST-1110,Sydney,Monitor,8,414.85,15,2820.98,Pending
ORD-10139,30/10/2023,CUST-1046,Brisbane,Tablet,12,598.85,10,6467.58,paid
ORD-10140,16 Feb 2023,CUST-1055,Melbourne,Mouse,8,64.71,0,517.68,Pending
ORD-10141,99-99-9999,unknown,Sydney,Phone,2,1115.26,15,1895.94,refund
ORD-10142,01 Apr 2025,CUST-1105,Perth,Headphones,6,200.28 ,10%,1201.68,Refunded
ORD-10143,2024-01-23,CUST-1080,Adelaide,Phone,6,749.88,20,3599.42,Paid
ORD-10144,2025/01/10,CUST-1028,Sydney,Keyboard,1O,133.75,10,240.75,Failed
ORD-10145,07-19-2024,CUST-1076,Sydney,Headphones,5,229.44,-10,917.76,Pending
ORD-10146,2025/09/20,CUST-1008,Melbourne,Mouse,-3,58.81,5,446.96,Refunded
ORD-10147,2025/00/12,CUST-1077,Sydney,Keyboard,11,126.03,20,1109.06,Pending
ORD-10148,2026/03/26,CUST-1120,Melbourne,Keyboard,6,149.35,15,761.68,Failed
ORD-10149,07-13-2023,CUST-1042,Perth,Phone,7,757.46,0.2,4506.89,paid
ORD-10150,29 Jan 2025,CUST-1070,Sydney,Tablet,4,559.88,150%,1791.62,Paid
ORD-10152,2024-08-22,CUST-1046,Brisbane,Headphones,9,168.79,0,1519.11,Pending
ORD-10153,2023/05/14,CUST-1062,Brisbane,Headphones,6,193.14,15,985.01,Pending
ORD-10154,2025-12-14,CUST-1014,Perth,Phone,6,846.47,0,"12 500,40",PAID
ORD-10155,2023/03/29,CUST-1053,adelaide,Tablet,7,-99.99,0,4882.99,Refunded
ORD-10156,2025/11/02,CUST-1078,Sydney,Laptop,5,1273.41,25,4775.29,Pending
ORD-10157,2026-13-44,CUST-1069,Brisbane,Keyboard,6,156.93,10,847.42,Refunded
ORD-10158,02 Aug 2023,,Sydney,Headphones,11,229.89,0,"12 500,40",Refunded
ORD-10159,01 Jul 2026,CUST-1081,Brisbane,Mouse,7,61.73,0,"1,2O0.50",Refunded
ORD-10160,09/04/2026,CUST-1098,Melbourne,Mouse,9,66.85,25,451.24,Failed
ORD-10161,29/09/2024,,Adelaide,Phone,8,1043.73,15,7097.36,refund
ORD-10162,2024-06-09,CUST-1031,Perth,Tablet,10,773.77,25,,Paid
ORD-10163,00/00/0000,CUST-1135,MELBOURNE,Keyboard,11,131.36,25,1083.72,Pending
ORD-10164,01-08-2023,CUST-1080,SYDNEY,Headphones,3,167.78,10,453.01,Paid
ORD-10165,2026-06-18,CUST-1010,Adelaid,Monitor,3,FREE,25,846.18,Paid
ORD-10166,10/05/2024,CUST-1129,Melbourne,Phone,1,891.92,20,713.54,Refunded
ORD-10167,19/03/2025,CUST-1017,Melbourne,Tablet,10,559.26,20,4474.08,Failed
ORD-10168,26 Oct 2025,-,Adelaide,Phone,2,1111.9,0.2,1779.04,Failed
ORD-10169,15 Mar 2023,CUST-1133,Adelaid,Phone,10,1031.62,five,8768.77,
ORD-10170,08-13-2025,CUST-1070,Perth,Keyboard,10,157.24,0,1572.4,Refunded
ORD-10171,04-12-2024,CUST-1013,Melbourne,Tablet,7,699.86,10,4409.12,Refunded
ORD-10172,2023/01/12,-,brisbane,Mouse,10,"1.299,00",0.2,764.47,Pending
ORD-10173,2025/00/12,,Perth,PHONE,5,1075.73,20,4302.92,Paid
ORD-10174,28/09/2023,CUST-1007,Brisbane,Headphones,4,187.06,0,748.24,Pending
ORD-10175,2025/09/19,CUST-1085,BNE,Headphones,11,229.19,10,99999999,0
ORD-10176,00/00/0000,CUST-1082,Adelaide,Mouse,4,"1.299,00",20,261.89,Refunded
ORD-10177,27/03/2024,CUST-1079,BNE,Laptop,8,1564.18,20,10010.75,Refunded
ORD-10178,20/03/2023,CUST-1086,Adelaide,Mouse,11,85.58,5,,Refunded
ORD-10179,08-20-2025,CUST-1002,Perth,Mouse,2,75.33,20,120.53,Pending
ORD-10180,02-14-2023,CUST-1063,Sydney,Laptop,7,1281.24,10%,7174.94,Refunded
ORD-10181,00/00/0000,CUST-1048,Perth,Phone,3,870.34,25,1958.26,Pending
ORD-10182,20/10/2023,CUST-1131,Perth,Laptop,8,1222.92,10,8805.02,Failed
ORD-10183,00/00/0000,CUST-1132,brisbane,Phone,11,826.83,20,7276.1,unknown
ORD-10184,20/04/2026,unknown,Perth,Laptop,5,1469.22,15,"12 500,40",Failed
ORD-10185,2023/07/25,,Adelaide,Mouse,five,78.73,0,866.03,Pending
ORD-10186,08-29-2025,?,brisbane,Keyboard,12,124.14,20,1191.74,Failed
ORD-10187,11-19-2024,CUST-1093,Brisbane,Headphones,6,186.46,10,1006.88,Refunded
ORD-10188,23 Jan 2024,CUST-1036,Sydney,Monitor,1,336.19,15,285.76,Failed
ORD-10189,2024-07-24,CUST-1088,Perth,Laptop,4,1487.09,5,5650.94,Paid
ORD-10190,06-09-2025,CUST-1083,Melbourne,Mouse,12,60.77,0,729.24,Pending
ORD-10191,Feb 30 2025,,Melbourne,Tablet,1O,-99.99,25,3235.1,Pending
ORD-10192,2025/01/02,CUST-1045,Perth,Laptop,5,1432.44,10,6445.98,unknown
ORD-10193,14/01/2024,,Perth,Tablet,10,745.8,150%,7458.0,Failed
ORD-10194,00/00/0000,CUST-1097,Perth.,Headphones,6,210.46,15,1073.35,Paid
ORD-10195,04 May 2024,-,Perth,Phone,9,908.97,5,7771.69,Refunded
ORD-10195,2024/09/29,CUST-1098,BNE,Tablet,8,547.07,10,3938.9,Refunded
ORD-10197,13 Aug 2024,CUST-1073,Brisbane,Laptop,12,1572.44,25,14151.96,Failed
ORD-10198,2023-04-12,-,perth,Monitor,6,460.77,0.2,,Paid
ORD-10199,10/05/2025,CUST-1048,MELBOURNE,Laptop,0,"1,299.00",5,7902.88,0
ORD-10200,2024/01/15,CUST-1112,sydney,Keyboard,9,145.35,20,1046.52,Failed
ORD-10201,19 Mar 2024,CUST-1002,Adelaide,Monitor,4,479.35,0,"$17,796.49",Failed
ORD-10202,19/02/2024,CUST-1103,Melbourne,Keyboard,7,113.15,25,,Paid
ORD-10203,10-12-2023,CUST-1049,Adelaid,Phone,1O,1010.9 ,0,6065.4,Paid
ORD-10204,31/02/2026,CUST-1124,Perth,Phone,5,1037.59,5,4928.55,Pending
ORD-10205,20/08/2023,CUST-1021,Adelaide,Mouse,2,71.17,0,"$15,280.52",Refunded
ORD-10206,24 Apr 2026,CUST-1098,Perth,Monitor,4,462.46,-10,1757.35,refund
ORD-10207,07-09-2023,CUST-1013,Melbourne,Tablet,6,775.97,,,Refunded
ORD-10208,2025/00/12,CUST-1102,Perth,Keyboard,10,146.91,25,1101.82,Refunded
ORD-10209,2026-13-44,CUST-1079,Adelaide,Mouse,9,71.64,0.2,644.76,Refunded
ORD-10210,2025-09-06,CUST-1062,Sydney,Phone,2.5,1078.88,1000,,unknown
ORD-10211,08-01-2024,CUST-1129,Melbourne,Laptop,9,1353.22,10%,11570.03,Paid
ORD-10212,05/06/2024,CUST-1038,Sydney,Monitor,-3,414.64,10,373.18,Pending
ORD-10213,2023/06/09,,sydney,Tablet,3,666.78,0,2000.34,Paid
ORD-10214,not a date,CUST-1104,Perth.,keyboard,,153.66,20,122.93,Pending
ORD-10215,12 Nov 2024,CUST-1085,Sydney,Keyboard,7,108.49,0,"$15,013.12",Pending
ORD-10216,01-15-2025,CUST-1051,Adelaide,Tablet,2,571.44,10,1028.59,Paid
ORD-10217,2023/10/08,CUST-1135,Adelaide,Laptop,11,1388.32,0,15271.52,Failed
ORD-10218,25 Feb 2025,CUST-1002,Syd,Monitor,10,421.39,15,3581.81,Paid
ORD-10220,13 Dec 2024,CUST-1007,Brisbane,Keyboard,9,123.91,10,1003.67,Pending
ORD-10221,03 Mar 2026,CUST-1086,Melbourne,Keyboard,9,-99.99,150%,821.47,Pending
ORD-10222,01-15-2023,CUST-1108,Melbourne,Keyboard,3,127.85,10,345.19,Paid
ORD-10223,13 Apr 2023,,Perth,Monitor,4,331.75,15,1127.95,Refunded
ORD-10224,00/00/0000,CUST-1037,Melbourne,Tablet,1O,763.0,20,4883.2,FAILED
ORD-10225,00/00/0000,CUST-1113,Melbourne,Headphones,10,210.57,0,2105.7,Paid
ORD-10226,2023/12/24,CUST-1007,Brisbane,Keyboard,10,160.36,5,1523.42,PAID
ORD-10227,30/04/2025,CUST-1065,Adelaide,Laptop,10,1492.97,15,12690.25,Paid
ORD-10228,08 Apr 2024,none,Perth,Tablet,4,627.82,15,2134.59,Pending
ORD-10229,2024/11/26,CUST-1104,Perth,Headphones,11,239.67,5,2504.55,Failed
ORD-10230,25 Feb 2026,CUST-1058,Melbourne,Monitor,12,442.45,25,"12 500,40",Failed
ORD-10231,2025/09/03,CUST-1117,sydney,Mouse,9,83.98,5,718.03,Paid
ORD-10232,Feb 30 2025,CUST-1024,Melbourne,Laptop,1O,1137.93,5,5405.17,Pending
ORD-10233,18 Apr 2023,CUST-1025,Adelaide,Laptop,2,1585.69,150%,2378.53,Failed
ORD-10234,25/06/2025,CUST-1089,Melbourne,Keyboard,7,146.34,15,870.72,Failed
ORD-10235,06-18-2024,-,Sydney,Monitor,11,495.85,5,5181.63,Refunded
ORD-10236,18 Oct 2024,CUST-1085,Sydney,Keyboard,4,146.19,20,467.81,Failed
ORD-10237,01 Apr 2025,CUST-1103,Adelaide,Headphones,12,186.75,20,1792.8,Paid
ORD-10238,14 Oct 2023,CUST-1104,Perth,Keyboard,10,$121.40,5,"$12,644.25",Failed
ORD-10239,2024/11/21,CUST-1070,Perth,Laptop,9,1290.23,150%,9870.26,Failed
ORD-10240,99-99-9999,CUST-1097,Melbourne,Monitor,-3,366.28,10,2307.56,Failed
ORD-10241,04/10/2023,CUST-1074,perth,Monitor,2,489.63,10,881.33,Failed
ORD-10242,21 Sep 2024,CUST-1078,Melb,Phone,1,1082.76,5,1028.62,Refunded
ORD-10243,not a date,CUST-1068,Melbourne,Mouse,6,60.69,10,327.73,Pending
ORD-10244,2024/10/16,CUST-1029,Adelaide,Tablet,12,758.83,25,6829.47,Failed
ORD-10245,07-09-2025,CUST-1022,Brisbane,Laptop,12,1411.23,20,13547.81,Failed
ORD-10246,13/13/26,CUST-1007,Perth,Headphones,4,225.45 ,1000,676.35,Refunded
ORD-10247,2025-08-15,CUST-1005,Brisbane,Headphones,6,164.58,15,839.36,Refunded
ORD-10248,2023-03-05,CUST-1062,Melbourne,Phone,11,912.38,10,9032.56,Pending
ORD-10249,2025-12-31,CUST-1098,Perth,Keyboard,2,138.14,25,207.21,Paid
ORD-10250,00/00/0000,CUST-1087,Perth,Tablet,1O,627.05,5,1191.39,paid
ORD-10251,02-04-2026,CUST-1115,Melbourne,Keyboard,8,143.14,0,1145.12,Paid
ORD-10252,00/00/0000,CUST-1073,Brisbane,Phone,8,1051.03,25,6306.18,Failed
ORD-10253,01-23-2024,,Sydney,Keyboard,8,148.48,5,1128.45,
ORD-10254,10 Jan 2026,CUST-1071,Adelaide,Tablet,9,548.28,20,3947.62,Paid
ORD-10255,05-22-2024,,Perth,Tablet,five,776.03,15,1319.25,Pending
ORD-10256,30 Dec 2023,CUST-1065,Sydney,Tablet,9,566.75,five,4335.64,Failed
ORD-10257,2026/01/31,CUST-1138,Brisbane,Phone,8,FREE,15,6077.16,Paid
ORD-10258,2025-01-24,CUST-1033,Perth,Mouse,5,84.28,5,99999999,Failed
ORD-10259,07-10-2025,CUST-1083,Perth,Phone,5,"1,299.00",5,3885.36,Refunded
ORD-10260,2023-01-18,CUST-1103,Sydney,Monitor,1,349.19,10,314.27,Failed
ORD-10261,02 Sep 2024,CUST-1088,Melbourne,Phone,8,944.15,0,,Refunded
ORD-10262,22/03/2026,CUST-1047,brisbane,Mouse,8,75.38,0,,Refunded
ORD-10263,2023-03-19,CUST-1040,Adelaide,Mouse,8,-99.99,25,463.74,Failed
ORD-10264,00/00/0000,,Melbourne,Phone,3,1071.58,10,-5000,Refunded
ORD-10265,2023-08-02,CUST-1124,Melbourne,Mouse,2,76.71,0,153.42,Failed
ORD-10266,31/02/2026,CUST-1075,Perth,Monitor,10,$475.58,150%,3804.64,Failed
ORD-10267,10/07/2025,CUST-1136,Melbourne,Headphones,4,"1,299.00",20,728.48,Paid
ORD-10268,2025/06/04,CUST-1132,Sydney,Mouse,4,"1.299,00",25,,Refunded
ORD-10269,08-02-2025,CUST-1023,Brisbane,Headphones,2,176.77,10,318.19,Failed
ORD-10270,04-16-2024,CUST-1059,Sydney,Tablet,3,693.49,25,"12 500,40",PAID
ORD-10271,2026-05-07,CUST-1046,Perth,Tablet,9,681.79,25,4602.08,Failed
ORD-10272,2023-06-01,CUST-1075,perth,Mouse,6,63.04,0,378.24,Pending
ORD-10273,00/00/0000,CUST-1048,Melbourne,Keyboard,7,FREE,25,751.43,0
ORD-10274,14 Nov 2023,unknown,Adelaide,Headphones,3,232.75,25,523.69,Pending
ORD-10275,03/08/2025,,Perth,Mouse,7,"1.299,00",10,426.32,refund
ORD-10276,04-16-2023,CUST-1108,Adelaide,Monitor,7,438.03,20,2452.97,Pending
ORD-10277,05-07-2025,unknown,Sydney,Phone,3,1060.73,15,2704.86,unknown
ORD-10278,01-09-2026,?,Brisbane,Monitor,2,370.53,1000,741.06,Refunded
ORD-10279,2024-05-13,CUST-1103,Perth,Monitor,4,405.86,,1217.58,Refunded
ORD-10280,2023/10/17,CUST-1034,Brisbane,Monitor,9,412.82,5,3529.61,Pending
ORD-10282,2024-08-01,CUST-1035,Perth,Keyboard,8,156.03,15,1061.0,Paid
ORD-10283,18 Nov 2024,CUST-1068,Melbourne,Tablet,9,543.84,25,3670.92,Paid
ORD-10284,Feb 30 2025,CUST-1067,Brisbane,Phone,5,780.03,15,3315.13,Pending
ORD-10285,2023-01-17,CUST-1005,Brisbane,Phone,2,1013.4,10,1824.12,
ORD-10286,2025/03/31,CUST-1048,Sydney,Monitor,4,429.62,0,1718.48,PAID
ORD-10287,2025-02-01,CUST-1057,Sydney,Laptop,8,"1.299,00",0,11035.6,pendng
ORD-10288,04-02-2026,CUST-1072,Melbourne,Tablet,4,755.11,20,2416.35,Pending
ORD-10289,2023-09-27,CUST-1092,Sydney,mouse,7,67.59,20,378.5,Pending
ORD-10290,31/02/2026,CUST-1006,Adelaid,Monitor,4,346.63,10,1247.87,Refunded
ORD-10291,13/13/26,CUST-1106,Adelaide,keyboard,10,,25,1180.88,Paid
ORD-10292,06-17-2026,CUST-1050,sydney,Phone,1,866.27,15,"$14,734.42",Refunded
