Order_ID,Order_Date,Customer_ID,Region,Product,Quantity,Unit_Price,Discount_Pct,Revenue,Profit
ORD-10041,2026-05-22,CUST-1085,Adelaide,Tablet,14,726.71,0,10173.94,1612.1
ORD-10042,2025-11-10,CUST-1018,Brisbane,Laptop,3,1395.98,20,,1225.74
ORD-10043,2026-01-26,CUST-1139,Brisbane,Keyboard,2,141.97,0,283.94,66.6
ORD-10044,2025-08-21,CUST-1101,Perth,Tablet,2,679.27,20,1086.83,370.28
ORD-10045,2025-12-11,CUST-1092,Melbourne,Laptop,11,1299.33,0,14292.63,4042.64
ORD-10046,2026-04-26,CUST-1086,Perth,Headphones,12,215.61,20,2069.86,396.21
ORD-10047,2025-05-05,CUST-1047,Brisbane,Keyboard,3,125.69,0,377.07,126.64
ORD-10048,2025-11-30,CUST-1106,Perth,Tablet,2,717.53,20,1148.05,319.56
ORD-10049,2026-05-04,CUST-1079,Brisbane,Phone,12,995.35,10,10749.78,1792.85
ORD-10050,2025-11-14,CUST-1092,Sydney,Phone,2,866.29,5,1645.95,294.37
ORD-10051,2026-02-28,CUST-1080,Melbourne,Monitor,12,361.25,20,3468.0,622.1
ORD-10052,2025-10-23,CUST-1087,Melbourne,Laptop,1,1282.49,10,1154.24,205.52
ORD-10053,2025-04-19,CUST-1057,Brisbane,Keyboard,2,135.88,135,271.76,77.14
ORD-10054,2025-01-17,CUST-1000,Sydney,Headphones,1,213.66,5,202.98,57.64
ORD-10055,2025-06-04,CUST-1037,Perth,Laptop,7,1390.9,0,9736.3,2701.88
ORD-10056,2026-05-20,CUST-1127,Brisbane,Tablet,14,722.7,15,8600.13,2992.02
ORD-10057,2025-11-05,CUST-1105,Perth,Laptop,9,1236.52,0,11128.68,2093.93
ORD-10058,2026-02-22,CUST-1022,Perth,Keyboard,13,116.89,20,1215.66,252.74
ORD-10059,2025-09-19,CUST-1063,Sydney,Monitor,15,428.58,20,5142.96,1332.6
ORD-10060,2025-11-17,CUST-1100,Adelaide,Monitor,11,365.09,0,4015.99,1320.4
ORD-10061,2026-03-01,CUST-1142,Brisbane,Keyboard,1,144.08,15,122.47,26.58
ORD-10062,2025-11-15,CUST-1102,Sydney,Headphones,14,203.07,0,2842.98,1014.12
ORD-10063,2025-12-12,CUST-1130,Adelaide,Laptop,2,1442.68,10,2596.82,928.96
ORD-10064,2025-05-08,CUST-1080,Melbourne,Tablet,2,646.11,0,1292.22,336.59
ORD-10065,2025-11-23,CUST-1142,Melbourne,Monitor,14,419.06,10,5280.16,1211.79
ORD-10066,2025-09-20,CUST-1143,Melbourne,Keyboard,3,138.69,0,416.07,65.23
ORD-10067,2026-07-19,CUST-1058,Adelaide,Tablet,9,709.25,10,5744.93,1979.41
ORD-10068,2026-06-26,CUST-1136,Brisbane,Tablet,14,653.52,15,7776.89,1951.04
ORD-10069,2025-05-04,CUST-1109,Perth,Tablet,2,634.61,15,1078.84,377.41
ORD-10070,2026-03-19,CUST-1038,Melbourne,Keyboard,14,128.62,0,1800.68,634.25
ORD-10071,2025-06-06,CUST-1092,Sydney,Laptop,4,1386.0,0,5544.0,1063.06
ORD-10072,2025-11-16,CUST-1080,Adelaide,Phone,9,980.74,0,8826.66,3306.08
ORD-10073,2025-12-01,CUST-1122,Sydney,Monitor,4,372.41,15,1266.19,289.55
ORD-10074,2025-12-18,CUST-1064,Perth,Tablet,4,674.03,0,2696.12,663.58
ORD-10075,2026-03-19,CUST-1061,Perth,Phone,14,825.88,0,11562.32,2715.43
ORD-10076,2026-01-23,CUST-1018,Adelaide,Monitor,3,391.69,5,1116.32,199.86
ORD-10077,2025-02-21,CUST-1033,Melbourne,Headphones,8,189.4,5,1439.44,303.66
ORD-10078,2025-01-07,CUST-1027,Perth,Headphones,4,195.15,0,17173.2,129.23
ORD-10079,2025-04-11,CUST-1107,Melbourne,Monitor,8,422.79,5,3213.2,578.71
ORD-10080,2025-06-29,CUST-1104,Perth,Headphones,2,191.01,15,324.72,112.22
ORD-10081,2026-05-02,CUST-1079,Brisbane,Monitor,14,443.85,0,6213.9,2041.97
ORD-10082,2025-08-14,CUST-1125,Perth,Monitor,5,387.64,0,1938.2,580.03
ORD-10083,2025-12-08,CUST-1147,Brisbane,Headphones,1,204.65,0,204.65,52.99
ORD-10084,2026-03-02,CUST-1081,Sydney,Laptop,14,1226.62,5,16314.05,5209.38
ORD-10085,2025-12-22,CUST-1011,Adelaide,Phone,1,876.93,15,745.39,137.3
ORD-10086,2025-04-16,CUST-1050,Perth,Tablet,15,662.19,15,8442.92,3153.88
ORD-10087,2026-01-13,CUST-1085,Melbourne,Tablet,6,685.59,10,3702.19,1382.98
ORD-10088,2026-01-06,CUST-1056,Adelaide,Headphones,7,194.52,10,1225.48,198.17
ORD-10089,2025-01-28,CUST-1088,Melbourne,Headphones,7,185.3,15,1102.54,376.91
ORD-10090,2026-03-06,CUST-1046,Brisbane,Keyboard,15,132.02,0,1980.3,327.47
ORD-10091,2026-05-29,CUST-1013,Brisbane,Phone,7,881.72,10,5554.84,1498.69
ORD-10092,2025-10-26,CUST-1078,Perth,Keyboard,11,125.16,0,1376.76,397.05
ORD-10093,2026-02-24,CUST-1041,Adelaide,Phone,1,964.13,10,867.72,180.93
ORD-10094,2026-06-10,CUST-1092,Perth,Tablet,14,691.49,0,9680.86,1476.99
ORD-10095,2025-02-17,CUST-1013,Melbourne,Laptop,5,1349.02,20,5396.08,834.3
ORD-10096,2026-05-19,CUST-1113,Sydney,Headphones,12,184.05,20,1766.88,556.08
ORD-10097,2026-08-11,CUST-1113,Melbourne,Laptop,9,1380.48,0,12424.32,2446.89
ORD-10098,2026-07-24,CUST-1087,Sydney,Keyboard,10,131.82,5,1252.29,192.55
ORD-10099,2025-12-30,CUST-1144,Sydney,Tablet,13,699.72,10,8186.72,2195.56
ORD-10100,2026-03-20,CUST-1037,Adelaide,Tablet,1,637.68,15,542.03,147.22
ORD-10101,2026-04-14,CUST-1113,Melbourne,Phone,11,913.62,10,9044.84,2458.27
ORD-10102,2025-06-24,CUST-1102,Perth,Phone,8,936.98,10,6746.26,1591.34
ORD-10103,2025-08-05,CUST-1103,Melbourne,Laptop,10,1355.76,5,12879.72,2643.72
ORD-10104,2025-02-03,CUST-1038,Melbourne,Laptop,3,1401.66,5,3994.73,698.31
ORD-10105,2026-05-20,CUST-1035,Brisbane,Keyboard,5,124.5,0,622.5,164.24
ORD-10106,2025-11-23,CUST-1122,Melbourne,Keyboard,13,143.21,0,1861.73,437.31
ORD-10107,2026-06-15,CUST-1069,Sydney,Keyboard,6,120.72,0,724.32,142.88
ORD-10108,2025-01-27,CUST-1023,Perth,Headphones,13,214.74,5,2652.04,938.45
ORD-10109,2026-05-28,CUST-1131,Perth,Keyboard,1,118.39,0,118.39,42.2
ORD-10110,2026-05-25,CUST-1076,Brisbane,Monitor,1,401.99,0,401.99,96.63
ORD-10111,2026-06-20,CUST-1001,Adelaide,Keyboard,8,125.81,20,805.18,297.46
ORD-10112,2026-02-15,CUST-1016,Sydney,Keyboard,2,126.78,15,215.53,69.88
ORD-10113,2026-01-13,CUST-1063,Perth,Phone,6,928.84,15,4737.08,1458.84
ORD-10114,2025-10-29,CUST-1114,Adelaide,Laptop,8,1353.55,10,9745.56,2774.66
ORD-10115,2026-04-29,CUST-1046,Melbourne,Monitor,5,433.11,0,2165.55,372.69
ORD-10116,2025-05-24,CUST-1025,Sydney,Laptop,12,1177.75,20,11306.4,2906.08
ORD-10117,2025-12-03,CUST-1090,Sydney,Phone,12,945.58,20,9077.57,3126.96
ORD-10118,2026-05-25,CUST-1145,Perth,Monitor,14,359.67,0,5035.38,1126.51
ORD-10119,2026-07-17,CUST-1030,Perth,Keyboard,15,116.38,5,1658.41,613.92
ORD-10120,2026-01-20,CUST-1064,Melbourne,Tablet,5,653.57,15,2777.67,1017.4
ORD-10121,2026-13-45,CUST-1032,Perth,Keyboard,3,120.98,20,290.35,73.56
ORD-10122,2026-03-19,CUST-1046,Brisbane,Headphones,15,197.91,20,2374.92,774.32
ORD-10123,2026-02-15,CUST-1145,Adelaide,Keyboard,8,126.37,15,859.32,180.04
ORD-10124,2025-05-24,CUST-1126,Adelaide,Keyboard,4,136.35,15,463.59,97.53
ORD-10125,2025-04-06,CUST-1041,Perth,Tablet,11,710.11,20,6248.97,1393.74
ORD-10126,2025-01-02,CUST-1100,Adelaide,Keyboard,15,117.09,20,1405.08,291.0
ORD-10127,2025-04-23,CUST-1057,Melbourne,Laptop,1,1376.01,20,1100.81,267.16
ORD-10128,2026-03-13,CUST-1087,Brisbane,Laptop,2,1379.24,5,2620.56,845.42
ORD-10129,2025-02-19,CUST-1088,Sydney,Monitor,3,384.21,0,1152.63,337.86
ORD-10130,2025-12-24,CUST-1039,Melbourne,Keyboard,6,142.04,0,852.24,265.99
ORD-10131,2026-05-05,CUST-1049,Melbourne,Keyboard,12,131.42,0,1577.04,239.38
ORD-10132,2025-09-29,CUST-1149,Brisbane,Phone,9,897.15,0,8074.35,2471.41
ORD-10133,2026-07-29,CUST-1115,Adelaide,Monitor,1,392.45,5,372.83,91.19
ORD-10134,2026-02-21,CUST-1069,Perth,Keyboard,8,128.41,0,1027.28,339.41
ORD-10135,2025-03-02,CUST-1054,Perth,Laptop,1,1371.43,15,1165.72,314.72
ORD-10136,2026-04-09,CUST-1112,Brisbane,Monitor,11,407.73,0,4485.03,1223.17
ORD-10137,2025-04-12,CUST-1126,Brisbane,Keyboard,9,119.77,10,970.14,252.88
ORD-10138,2025-11-16,CUST-1026,Adelaide,Phone,14,811.6,0,11362.4,3087.97
ORD-10139,2025-01-16,CUST-1043,Perth,Keyboard,6,135.43,0,812.58,126.58
ORD-10140,2025-01-08,CUST-1064,Melbourne,Keyboard,12,121.86,0,1462.32,281.73
ORD-10141,2026-04-10,CUST-1050,Adelaide,Headphones,5,179.11,20,716.44,179.54
ORD-10142,2026-01-30,CUST-1083,Sydney,Monitor,9,411.84,20,2965.25,1083.55
ORD-10143,2026-06-21,CUST-1061,Adelaide,Keyboard,13,134.99,20,1403.9,484.13
ORD-10144,2025-05-09,CUST-1078,Melbourne,Laptop,11,1174.75,0,12922.25,4140.44
ORD-10145,2026-07-03,CUST-1025,Brisbane,Monitor,2,396.72,0,793.44,237.41
ORD-10146,2026-01-07,CUST-1032,Sydney,Laptop,7,1242.45,5,8262.29,2750.88
ORD-10147,2025-01-02,CUST-1031,Adelaide,Keyboard,8,121.68,5,924.77,208.47
ORD-10148,2026-02-02,CUST-1024,Brisbane,Laptop,6,1412.05,0,8472.3,2032.94
ORD-10149,2025-11-15,CUST-1023,Adelaide,Headphones,11,208.63,10,2065.44,523.41
ORD-10150,2025-02-17,CUST-1117,Sydney,Headphones,1,216.92,15,184.38,40.95
ORD-10151,2025-01-05,CUST-1007,Perth,Headphones,7,190.84,5,1269.09,417.82
ORD-10152,2025-02-20,CUST-1098,Melbourne,Laptop,6,1368.31,15,6978.38,2119.45
ORD-10153,2025-07-20,CUST-1051,Perth,Laptop,4,1184.17,0,4736.68,1340.09
ORD-10154,2026-08-02,CUST-1094,Perth,Keyboard,2,117.46,5,223.17,51.9
ORD-10155,2025-06-03,CUST-1115,Perth,Laptop,5,1332.02,0,6660.1,2435.89
ORD-10156,2025-01-19,CUST-1060,Melbourne,Phone,5,917.56,0,4587.8,1038.11
ORD-10157,2025-01-11,CUST-1043,Sydney,Laptop,2,1239.69,5,2355.41,414.46
ORD-10158,2026-05-20,CUST-1013,Adelaide,Keyboard,7,130.75,20,732.2,113.58
ORD-10159,2025-10-24,CUST-1109,Adelaide,Headphones,15,220.33,0,3304.95,1032.75
ORD-10160,2025-09-23,CUST-1137,Brisbane,Monitor,15,411.74,15,5249.69,1898.9
ORD-10161,2025-07-10,CUST-1066,Brisbane,Monitor,12,405.05,0,4860.6,1767.68
ORD-10162,2026-02-08,CUST-1068,Brisbane,Laptop,8,1405.49,5,10681.72,3540.21
ORD-10163,2026-08-08,CUST-1096,Sydney,Tablet,12,639.58,15,6523.72,1212.99
ORD-10164,2026-01-07,CUST-1062,Melbourne,Laptop,4,1305.6,15,,777.48
ORD-10165,2025-10-17,CUST-1010,Melbourne,Phone,6,851.29,0,5107.74,1250.96
ORD-10166,2025-05-02,CUST-1061,Adelaide,Headphones,13,204.02,0,2652.26,773.52
ORD-10167,2025-12-09,CUST-1150,Sydney,Tablet,6,703.63,20,3377.42,591.48
ORD-10168,2025-02-27,CUST-1124,Perth,Phone,4,980.43,20,3137.38,767.29
ORD-10169,2026-02-05,CUST-1028,Brisbane,Headphones,3,206.76,10,558.25,128.0
ORD-10170,2026-01-11,CUST-1005,Sydney,Laptop,3,1290.49,20,3097.18,1173.42
ORD-10171,2026-04-13,CUST-1051,Brisbane,Keyboard,15,136.91,10,1848.29,632.66
ORD-10172,2025-06-05,CUST-1038,Perth,Tablet,1,694.63,15,590.44,192.25
ORD-10173,2026-06-16,CUST-1040,Sydney,Keyboard,11,125.89,5,1315.55,481.56
ORD-10174,2025-09-17,CUST-1023,Perth,Laptop,12,1322.56,10,14283.65,2784.34
ORD-10175,2025-08-08,CUST-1119,Perth,Monitor,13,396.08,15,4376.68,1041.41
ORD-10176,2026-07-13,CUST-1029,Perth,Keyboard,13,128.56,5,1587.72,447.99
ORD-10177,2025-12-01,CUST-1149,Melbourne,Tablet,7,700.11,20,3920.62,1234.62
ORD-10178,2025-05-23,CUST-1130,Melbourne,Monitor,5,428.95,0,2144.75,783.2
ORD-10179,2026-05-29,CUST-1086,Sydney,Headphones,13,187.03,10,2188.25,762.28
ORD-10180,2025-11-28,CUST-1080,Brisbane,Monitor,6,406.82,0,2440.92,488.0
ORD-10181,2025-05-04,CUST-1018,Perth,Monitor,14,365.44,0,5116.16,1126.65
ORD-10182,2026-05-13,CUST-1068,Adelaide,Laptop,9,1271.54,20,9155.09,3213.63
ORD-10183,2025-04-13,CUST-1111,Melbourne,Headphones,9,191.68,15,1466.35,512.13
ORD-10184,2025-08-03,CUST-1062,Melbourne,Phone,3,978.91,0,2936.73,489.45
ORD-10185,2026-07-11,CUST-1030,Brisbane,Monitor,4,366.45,0,1465.8,302.23
ORD-10186,2026-04-18,CUST-1108,Perth,Tablet,13,587.07,20,6105.53,1815.45
ORD-10187,2025-12-08,CUST-1108,Adelaide,Keyboard,9,118.5,15,906.52,235.03
ORD-10188,2025-06-27,CUST-1125,Brisbane,Monitor,9,375.92,0,3383.28,566.61
ORD-10189,2025-12-05,CUST-1149,Perth,Phone,3,873.58,0,2620.74,897.95
ORD-10190,2026-06-30,CUST-1090,Perth,Keyboard,11,136.1,20,1197.68,304.74
ORD-10191,2025-06-17,CUST-1073,Melbourne,Tablet,15,611.93,15,7802.11,2210.15
ORD-10192,2026-03-06,CUST-1037,Adelaide,Laptop,2,1373.8,0,2747.6,660.66
ORD-10193,2025-07-28,CUST-1136,Melbourne,Keyboard,4,129.69,15,440.95,89.36
ORD-10194,2025-06-19,CUST-1087,Perth,Phone,6,813.33,20,3903.98,1029.93
ORD-10195,2025-06-18,CUST-1121,Melbourne,Headphones,4,193.35,10,696.06,112.67
ORD-10196,2025-11-14,CUST-1046,Brisbane,Headphones,10,196.34,10,1767.06,301.67
ORD-10197,2025-09-22,CUST-1149,Melbourne,Tablet,5,616.82,5,2929.89,970.36
ORD-10198,2025-05-01,CUST-1040,Adelaide,Tablet,3,676.31,20,1623.14,575.97
ORD-10199,2025-08-14,CUST-1047,Adelaide,Phone,7,939.34,135,6246.61,2154.06
ORD-10200,2026-01-25,CUST-1001,Perth,Monitor,9,442.08,20,3182.98,1127.23
ORD-10201,2026-01-17,CUST-1107,Sydney,Tablet,12,653.1,15,6661.62,1190.84
ORD-10202,2026-05-26,CUST-1017,Melbourne,Tablet,2,624.33,0,1248.66,400.91
ORD-10203,2026-05-04,CUST-1090,Sydney,Keyboard,7,130.27,10,820.7,176.72
ORD-10204,2026-04-29,CUST-1004,Sydney,Laptop,4,1419.13,10,5108.87,1831.69
ORD-10205,2025-03-17,CUST-1085,Melbourne,Laptop,4,1380.8,20,4418.56,1413.14
ORD-10206,2025-01-22,CUST-1121,Perth,Monitor,12,364.88,10,3940.7,821.34
ORD-10207,2025-06-17,CUST-1136,Brisbane,Headphones,6,204.7,15,1043.97,318.98
ORD-10208,2025-02-21,CUST-1070,Perth,Monitor,9,432.27,20,3112.34,1040.34
ORD-10209,2025-06-17,CUST-1119,Sydney,Monitor,3,380.23,0,1140.69,297.43
ORD-10210,2026-04-19,CUST-1043,Perth,Tablet,12,672.33,20,6454.37,1608.5
ORD-10211,2026-03-04,CUST-1016,Adelaide,Phone,8,889.06,10,6401.23,2032.97
ORD-10212,2026-04-15,CUST-1114,Perth,Headphones,11,185.15,5,36761.58,571.88
ORD-10213,2026-05-13,CUST-1056,Melbourne,Phone,10,953.39,0,9533.9,3460.7
ORD-10214,2025-05-28,CUST-1100,Melbourne,Phone,4,902.93,5,3431.13,1095.78
ORD-10215,2026-04-17,CUST-1057,Melbourne,Monitor,3,412.68,5,1176.14,399.17
ORD-10216,2026-01-28,CUST-1129,Melbourne,Headphones,4,185.18,15,629.61,155.65
ORD-10217,2026-02-02,CUST-1094,Sydney,Phone,4,823.69,20,2635.81,450.54
ORD-10218,2025-02-28,CUST-1096,Melbourne,Headphones,7,220.8,20,1236.48,248.16
ORD-10219,2025-09-26,CUST-1047,Brisbane,Tablet,6,608.44,0,3650.64,1221.88
ORD-10220,2025-06-05,CUST-1042,Adelaide,Phone,14,871.44,15,10370.14,3447.85
ORD-10221,2026-02-11,CUST-1021,Adelaide,Keyboard,13,120.99,15,1336.94,299.02
ORD-10222,2025-06-06,CUST-1131,Brisbane,Laptop,12,1253.42,0,15041.04,4895.81
ORD-10223,2026-04-02,CUST-1109,Brisbane,Laptop,3,1259.06,0,3777.18,1308.72
ORD-10224,2025-02-28,CUST-1017,Brisbane,Keyboard,12,121.89,15,1243.28,326.74
ORD-10225,2025-04-07,CUST-1104,Melbourne,Phone,4,969.54,0,3878.16,772.32
ORD-10226,2026-08-12,CUST-1099,Perth,Tablet,15,642.52,15,8192.13,2150.43
ORD-10227,2025-06-03,CUST-1086,Sydney,Keyboard,4,138.06,0,552.24,121.05
ORD-10228,2026-04-24,CUST-1006,Perth,Keyboard,7,124.89,20,699.38,227.7
ORD-10229,2025-04-11,CUST-1083,Melbourne,Keyboard,4,143.58,20,459.46,142.14
ORD-10230,2025-12-22,CUST-1001,Melbourne,Phone,15,871.36,0,13070.4,4293.73
ORD-10231,2025-11-24,CUST-1009,Sydney,Tablet,6,671.64,15,3425.36,1140.42
ORD-10232,2026-01-01,CUST-1063,Brisbane,Phone,10,842.57,10,7583.13,2536.9
ORD-10233,2026-07-18,CUST-1060,Sydney,Monitor,8,415.3,5,3156.28,550.44
ORD-10234,2026-08-09,CUST-1141,Melbourne,Tablet,1,610.03,5,579.53,133.65
ORD-10235,2025-07-05,CUST-1108,Brisbane,Keyboard,10,117.14,15,995.69,307.19
ORD-10236,2025-04-30,CUST-1132,Brisbane,Headphones,4,206.25,0,825.0,235.48
ORD-10237,2026-04-18,CUST-1018,Perth,Keyboard,4,133.19,0,532.76,102.77
ORD-10238,2025-07-16,CUST-1020,Sydney,Tablet,6,708.55,5,4038.73,1236.23
ORD-10239,2026-07-06,CUST-1002,Brisbane,Laptop,3,1347.81,5,3841.26,1269.24
ORD-10240,2025-05-07,CUST-1150,Perth,Keyboard,11,133.99,0,1473.89,231.47
ORD-10241,2025-01-03,CUST-1150,Melbourne,Headphones,9,204.86,15,1567.18,579.59
ORD-10242,2026-05-19,CUST-1086,Brisbane,Headphones,5,198.37,0,991.85,298.11
ORD-10243,2025-07-27,CUST-1044,Sydney,Laptop,7,1302.4,15,7749.28,1551.04
ORD-10244,2025-06-24,CUST-1140,Adelaide,Headphones,2,187.74,0,375.48,96.21
ORD-10245,2026-04-14,CUST-1058,Brisbane,Phone,9,977.84,0,8800.56,2184.24
ORD-10245,2026-04-14,CUST-1058,Brisbane,Phone,9,977.84,0,8800.56,2184.24
ORD-10247,2026-05-27,CUST-1039,Melbourne,Laptop,10,1366.1,20,10928.8,2153.42
ORD-10248,2025-07-11,CUST-1031,Sydney,Monitor,9,414.02,0,3726.18,1123.31
ORD-10249,2026-03-16,CUST-1023,Adelaide,Tablet,12,662.34,15,6755.87,1023.06
ORD-10250,2026-04-14,CUST-1080,Perth,Keyboard,11,119.18,0,1310.98,297.88
ORD-10251,2025-02-06,CUST-1114,Sydney,Headphones,15,213.76,0,3206.4,1009.57
ORD-10252,2026-03-28,CUST-1122,Adelaide,Phone,3,1003.68,10,2709.94,595.56
ORD-10253,2025-07-23,CUST-1103,Melbourne,Monitor,9,377.17,15,2885.35,733.58
ORD-10254,2025-01-14,CUST-1094,Sydney,Headphones,10,211.31,5,2007.44,752.31
ORD-10255,2026-01-08,CUST-1062,Adelaide,Headphones,15,206.76,0,3101.4,1121.77
ORD-10256,2026-05-28,CUST-1025,Melbourne,Phone,11,861.99,5,9007.8,2467.04
ORD-10257,2025-05-25,CUST-1109,Brisbane,Monitor,9,429.9,20,3095.28,718.09
ORD-10258,2025-07-01,CUST-1064,Melbourne,Phone,7,1003.72,15,5972.13,1102.94
ORD-10259,2025-08-28,CUST-1083,Brisbane,Phone,7,886.66,20,4965.3,894.96
ORD-10260,2025-01-06,CUST-1060,Perth,Tablet,2,721.19,5,1370.26,422.18
ORD-10261,2025-12-03,CUST-1004,Sydney,Monitor,7,404.83,0,2833.81,820.47
ORD-10262,2025-07-20,CUST-1084,Brisbane,Phone,8,914.8,15,6220.64,1502.04
ORD-10263,2026-03-12,CUST-1030,Perth,Laptop,15,1201.29,5,17118.38,3061.87
ORD-10264,2025-12-05,CUST-1016,Brisbane,Keyboard,1,122.85,0,122.85,18.97
ORD-10265,2026-03-14,CUST-1104,Perth,Monitor,5,385.14,10,1733.13,409.78
ORD-10266,2025-11-28,CUST-1096,Sydney,Headphones,2,213.92,20,342.27,58.52
ORD-10267,2025-12-24,CUST-1093,Perth,Tablet,6,631.6,0,3789.6,1208.09
ORD-10268,2025-10-23,CUST-1089,Adelaide,Monitor,15,365.74,20,4388.88,1591.81
ORD-10269,2025-05-07,CUST-1075,Adelaide,Tablet,8,641.8,10,4620.96,1512.65
ORD-10270,2025-01-01,CUST-1004,Adelaide,Headphones,14,213.76,0,2992.64,883.55
ORD-10271,2025-08-05,CUST-1078,Adelaide,Monitor,2,392.17,0,784.34,178.64
ORD-10272,2025-07-25,CUST-1019,Sydney,Headphones,2,211.76,5,402.34,138.11
ORD-10273,2025-08-26,CUST-1092,Sydney,Keyboard,5,120.33,10,541.49,149.09
ORD-10274,2025-12-02,CUST-1006,Sydney,Laptop,1,1393.93,0,1393.93,519.32
ORD-10275,2025-08-17,CUST-1030,Perth,Phone,5,958.62,10,4313.79,1383.78
ORD-10276,2025-03-28,CUST-1048,Perth,Phone,1,810.3,15,688.75,133.54
ORD-10277,2026-02-15,CUST-1122,Brisbane,Tablet,7,600.83,0,4205.81,1380.98
ORD-10278,2025-04-25,CUST-1125,Sydney,Laptop,8,1410.76,5,10721.78,3273.13
ORD-10279,2026-05-23,CUST-1097,Brisbane,Laptop,8,1362.61,0,10900.88,4078.98
ORD-10280,2026-01-09,CUST-1073,Brisbane,Headphones,8,212.17,0,1697.36,375.6
ORD-10281,2025-08-14,CUST-1029,Adelaide,Laptop,13,1438.55,0,18701.15,6858.84
ORD-10282,2025-11-24,CUST-1103,Adelaide,Headphones,14,186.82,15,2223.16,756.69
ORD-10283,2025-06-08,CUST-1121,Melbourne,Phone,11,969.13,0,10660.43,3343.25
ORD-10284,2026-04-28,CUST-1041,Perth,Keyboard,3,135.66,10,366.28,137.14
ORD-10285,2026-06-10,CUST-1013,Melbourne,Monitor,3,367.19,10,991.41,156.58
